TIME,GLOBAL,POLAR (N),POLAR (S),MID-LATITUDES (N),MID-LATITUDES (S),HIGH-LATITUDES (N),HIGH-LATITUDES (S),TROPICS
1986-01-06,-0.23373926871937079,-0.06829929640846051,0.016847347376983453,-0.025506896549099333,-0.030282462020509774,0.016954190381487672,-0.013921621319555558,-0.13040737031105254
1986-01-07,-0.20240185395357077,-0.10224679609232386,0.0022382557859826893,-0.017337336904482976,-0.02501522725470226,0.07541961145379109,-0.01350367737652583,-0.12065078094327447
1986-01-08,-0.23196851020992784,-0.11498008160629905,-0.005709961023252366,-0.031116137241080217,-0.02595851561311765,0.06975794167269198,-0.011962161839449845,-0.11038594716862538
1986-01-09,-0.20339815562204394,-0.09663982582160957,-0.002416457623093746,0.01084428903073975,-0.03260103197240417,0.03618723572232878,-0.013156019004611042,-0.10398909355863438
1986-01-10,-0.13249666358582082,-0.07950656270697277,0.012512079635626209,0.03877548378340013,-0.029937761381940108,0.02609908918459254,-0.012568357161038693,-0.0879642974166088
1986-01-11,-0.04608034627885083,-0.08234542269262614,0.028279258750839444,0.08975223218981247,-0.018836691642187053,0.028010696658490694,-0.008592225509866073,-0.08227437311997288
1986-01-12,-0.11677906568580686,-0.10205915907726834,0.028225241493537133,0.09577897417586943,-0.01696725987040789,-0.018070262542728165,-0.007482476145903426,-0.09731121702039784
1986-01-13,-0.21468553433683746,-0.12779608850747712,0.037226021500286297,0.07315421695141466,-0.022005528719534335,-0.052686209766245204,-0.011399494364025813,-0.11354101085343533
1986-01-14,-0.22772785007925933,-0.15383993853794678,0.03525773863554317,0.08439267655910847,-0.020151306303455133,-0.06027670352288345,-0.010534882886094507,-0.1049870293138641
1986-01-15,-0.21748266084444204,-0.1672550543208846,0.031126966403481813,0.15690884959650314,-0.04992666956506433,-0.057667322004677495,-0.008249744128654788,-0.12583285128006017
1986-01-16,-0.23931905920634436,-0.17388814163378571,0.03422724549125097,0.19200706130204126,-0.06684614155668962,-0.07800229522498688,-0.005340530778186196,-0.14427738397565917
1986-01-17,-0.23021963932179013,-0.1886868255658889,0.020789069710854622,0.2373163801587886,-0.0724217778310551,-0.08678564387202818,-0.0034202535443689807,-0.13906899025750175
1986-01-18,-0.21626984459481555,-0.19818723265230134,0.007743897076724696,0.24412521769278603,-0.07135522969211326,-0.08232054336303589,-0.004384276860256044,-0.1145928249730452
1986-01-19,-0.2660795617941432,-0.17347238269071188,-0.0026465864481869925,0.1745033737853224,-0.07142815973447975,-0.06696424503639738,-0.007220094566643871,-0.12233153924400142
1986-01-20,-0.3192301443598398,-0.1374802904159368,-0.01633343250237834,0.135385530677737,-0.054320486697446595,-0.09742515489931677,-0.011998487157267243,-0.14066725446681191
1986-01-21,-0.38459591551131717,-0.13416071271312777,-0.029508642037196105,0.08184228717632883,-0.03552573747003946,-0.10392144503368278,-0.011950067781254048,-0.15569271697281367
1986-01-22,-0.4630669578808605,-0.15205330146198373,-0.04227761291205344,0.03277878041167439,-0.0419429683643777,-0.08448215617609994,-0.015041887733447586,-0.16508998873168185
1986-01-23,-0.4306114251428534,-0.16128457817114916,-0.04518656996680128,0.03162247404096453,-0.04519978948604446,-0.040277369973227846,-0.013559412559332136,-0.16144791720286455
1986-01-24,-0.38514999170696984,-0.14063004674580035,-0.03651171548340116,-0.01672597976547911,-0.03174647801822721,-0.0032326723709800802,-0.012939874489166168,-0.1465126614464501
1986-01-25,-0.33375993255371417,-0.09139017053219753,-0.02673206835687483,-0.04122755311882929,-0.026740611647481236,0.019024346457213546,-0.01566738330174554,-0.1523611699965405
1986-01-26,-0.2613652297001272,-0.0332038385503834,-0.010380333530078912,-0.053561293695490335,-0.04551404039971119,0.0473836163930317,-0.013036642533418703,-0.15382613525677846
1986-01-27,-0.26204142041362266,0.004233566532316329,-0.007162056321803135,-0.10413653563556592,-0.04230742018480884,0.06947674681319259,-0.009890130196274027,-0.17188768265600698
1986-01-28,-0.23340653362627092,0.019737480430617536,-0.007698435114203452,-0.09094908643142308,-0.0336526668672716,0.060474748423572956,-0.009152217341890166,-0.171571539345283
1986-01-29,-0.16262632296591523,0.06625270753310192,-0.006868756585453772,-0.07847752289309351,-0.01948705764564533,0.01983538955483565,-0.012299765680672555,-0.1324181895926366
1986-01-30,-0.1224133497531649,0.14815329983650102,-0.012920256005981927,-0.10019138427420288,-0.00980462271492476,-0.025475349822668438,-0.013312882402395757,-0.10855612309312576
1986-01-31,-0.0855396422870075,0.1599992712360608,-0.015876463654203858,-0.10751448387058797,-0.009047205741005485,-0.024445987887632307,-0.015142826323396197,-0.07251098623041478
1986-02-01,-0.08691160946141328,0.16647320452322684,-0.016296267318059124,-0.13421915740263418,-0.03114195137985671,0.0012176243719910695,-0.01411425182726957,-0.05685463722648154
1986-02-02,-0.08791439388929531,0.1630046859634336,-0.014560966321865366,-0.12451204673237529,-0.04980310269351909,0.001828309908725153,-0.008892511392027902,-0.053254484477824056
1986-02-03,-0.07422302567451908,0.13454595059196758,-0.01030812476693377,-0.12554224006470482,-0.04886340164182195,0.03185406357766617,-0.005831036883305855,-0.048756518773539204
1986-02-04,-0.03493565064668287,0.13483906341140436,0.006311931105661902,-0.14423056177582647,-0.025655545369264666,0.04161086380352879,-0.007807810982986277,-0.03789052791586017
1986-02-05,-0.05339195797790503,0.12811351535430376,0.017181083921940846,-0.17823813577181707,-0.011640630882051015,0.049630078194797964,-0.009024596329048496,-0.04819258407866025
1986-02-06,-0.12348684893723492,0.10745486129354653,0.017182135453700807,-0.2025786880751015,-0.02372843014319336,0.04857669073751646,-0.005150395681748287,-0.0642064049268274
1986-02-07,-0.1570184394881966,0.08626302327023322,0.024943293337048415,-0.24964262945196022,-0.015081306691816794,0.06841670484103383,-0.00554129062378537,-0.06429894162624328
1986-02-08,-0.13633950533443542,0.0665376904774836,0.04731615378369879,-0.26781878027109773,-0.0014608373795899987,0.09344015818464006,-0.007557465885475233,-0.06469120704479789
